"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.681052958E0,-6.301895142E-2,1.350192261E-1,9.792486420E0,9.793619957E0
7.691040958E0,-5.957611084E-2,1.351689148E-1,9.789642334E0,9.790756711E0
7.701027958E0,-5.598358154E-2,1.462458801E-1,9.787397003E0,9.788649657E0
7.711014166E0,-6.047424316E-2,1.351689148E-1,9.795180817E0,9.796300067E0
7.721002167E0,-5.508544922E-2,1.396595764E-1,9.799372101E0,9.800522066E0
7.730989167E0,-5.957611084E-2,1.386117554E-1,9.792636108E0,9.793798266E0
7.740977166E0,-5.658233643E-2,1.378633118E-1,9.781110077E0,9.782245253E0
7.750964167E0,-5.358856201E-2,1.420545959E-1,9.790241089E0,9.791418274E0
7.760952167E0,-6.421646118E-2,1.387614441E-1,9.795929260E0,9.797122463E0
7.770939167E0,-5.718109131E-2,1.377136230E-1,9.802964630E0,9.804098646E0
7.780926167E0,-5.867797852E-2,1.371148682E-1,9.796228638E0,9.797363886E0
7.790914166E0,-6.286926270E-2,1.431024170E-1,9.794582062E0,9.795829144E0
7.800901167E0,-6.256988525E-2,1.386117554E-1,9.787546692E0,9.788728133E0
7.810889167E0,-5.239105225E-2,1.438508606E-1,9.793085175E0,9.794281757E0
7.820876166E0,-6.002517700E-2,1.396595764E-1,9.791887665E0,9.793067541E0
7.830863167E0,-5.763015747E-2,1.336720276E-1,9.788145447E0,9.789227790E0
7.840851167E0,-6.526428223E-2,1.404080200E-1,9.786947937E0,9.788172647E0
7.850838167E0,-5.703140259E-2,1.393601990E-1,9.790241089E0,9.791399002E0
7.860826167E0,-5.613327026E-2,1.354682922E-1,9.797875214E0,9.798972462E0
7.870813166E0,-6.047424316E-2,1.426533508E-1,9.795480194E0,9.796705535E0
7.880800167E0,-6.047424316E-2,1.419049072E-1,9.794582062E0,9.795796645E0
7.890788167E0,-5.478607178E-2,1.398092651E-1,9.792037354E0,9.793188637E0
7.900775166E0,-5.254074097E-2,1.323248291E-1,9.795330505E0,9.796365147E0
7.910763167E0,-6.346801758E-2,1.299298096E-1,9.791887665E0,9.792955324E0
7.920750167E0,-6.481521606E-2,1.426533508E-1,9.790989532E0,9.792243207E0
7.930737167E0,-5.748046875E-2,1.414558411E-1,9.782307587E0,9.783499143E0
7.940725167E0,-6.017486572E-2,1.442999268E-1,9.790839844E0,9.792088047E0
7.950712166E0,-6.032455444E-2,1.329235840E-1,9.789941711E0,9.791029897E0
7.960700167E0,-6.286926270E-2,1.359173584E-1,9.788744202E0,9.789889638E0
7.970687167E0,-5.777984619E-2,1.510359192E-1,9.796677704E0,9.798012267E0
7.980674166E0,-5.553451538E-2,1.359173584E-1,9.791737976E0,9.792838720E0
7.990662167E0,-5.508544922E-2,1.404080200E-1,9.782008209E0,9.783170929E0
8.000649167E0,-6.571334839E-2,1.440005493E-1,9.778565369E0,9.779846373E0
8.010637167E0,-6.002517700E-2,1.416055298E-1,9.795779572E0,9.796986912E0
8.020624167E0,-5.074447632E-2,1.431024170E-1,9.790690155E0,9.791867392E0
8.030612167E0,-5.628295898E-2,1.425036621E-1,9.779014435E0,9.780214639E0
8.040599167E0,-6.765930176E-2,1.372645569E-1,9.791288910E0,9.792484764E0
8.050586167E0,-5.673202515E-2,1.389111328E-1,9.788893890E0,9.790043842E0
8.060574166E0,-5.972579956E-2,1.366658020E-1,9.790839844E0,9.791975774E0
8.070561167E0,-6.182144165E-2,1.341210938E-1,9.779014435E0,9.780129533E0
8.080549167E0,-5.852828979E-2,1.419049072E-1,9.791438599E0,9.792641747E0
8.090536167E0,-5.643264771E-2,1.342707825E-1,9.799970856E0,9.801053110E0
8.100523167E0,-6.212081909E-2,1.375639343E-1,9.800569611E0,9.801731864E0
8.110511167E0,-5.313949585E-2,1.389111328E-1,9.797276459E0,9.798405284E0
8.120498167E0,-6.676116943E-2,1.360670471E-1,9.787397003E0,9.788570447E0
8.130486167E0,-5.164260864E-2,1.457968140E-1,9.789043579E0,9.790265464E0
8.140473166E0,-5.209167480E-2,1.413061523E-1,9.785900116E0,9.787058907E0
8.150460167E0,-5.658233643E-2,1.426533508E-1,9.797276459E0,9.798478328E0
8.160448167E0,-6.316864014E-2,1.365161133E-1,9.796977081E0,9.798131804E0
8.170435166E0,-5.343887329E-2,1.399589539E-1,9.794282684E0,9.795428399E0
8.180423167E0,-6.436614990E-2,1.484912109E-1,9.783954163E0,9.785292622E0
8.190410167E0,-5.373825073E-2,1.445993042E-1,9.783654785E0,9.784870858E0
8.200397167E0,-5.284011841E-2,1.441502380E-1,9.793384552E0,9.794587911E0
8.210385167E0,-5.748046875E-2,1.306782532E-1,9.793384552E0,9.794425036E0
8.220372166E0,-5.972579956E-2,1.384620667E-1,9.793534241E0,9.794695087E0
8.230360167E0,-6.256988525E-2,1.342707825E-1,9.792785797E0,9.793906131E0
8.240347167E0,-6.706054688E-2,1.359173584E-1,9.789193268E0,9.790366463E0
8.250335166E0,-5.942642212E-2,1.320254517E-1,9.795031128E0,9.796101113E0
8.260322167E0,-6.421646118E-2,1.330732727E-1,9.791588287E0,9.792703071E0
8.270309167E0,-5.807922363E-2,1.422042847E-1,9.779613190E0,9.780819464E0
8.280297167E0,-5.942642212E-2,1.371148682E-1,9.792636108E0,9.793776286E0
8.290284167E0,-6.915618896E-2,1.371148682E-1,9.796528015E0,9.797731585E0
8.300272166E0,-6.511459351E-2,1.383123779E-1,9.800120544E0,9.801312816E0
8.310259167E0,-6.227050781E-2,1.420545959E-1,9.794582062E0,9.795810068E0
8.320246167E0,-5.613327026E-2,1.499880981E-1,9.785301361E0,9.786611778E0
8.330234166E0,-5.807922363E-2,1.371148682E-1,9.777367859E0,9.778501722E0
8.340221167E0,-5.523513794E-2,1.383123779E-1,9.793833618E0,9.794965961E0
8.350209167E0,-5.987548828E-2,1.417552185E-1,9.790989532E0,9.792198713E0
8.360196167E0,-5.987548828E-2,1.416055298E-1,9.798773346E0,9.799979402E0
8.370183167E0,-5.643264771E-2,1.353186035E-1,9.784852295E0,9.785950654E0
8.380171167E0,-5.718109131E-2,1.438508606E-1,9.792037354E0,9.793260860E0
8.390158167E0,-5.089416504E-2,1.393601990E-1,9.792187042E0,9.793310909E0
8.400146167E0,-5.209167480E-2,1.408570862E-1,9.801018677E0,9.802169217E0
8.410133166E0,-5.418731689E-2,1.365161133E-1,9.800569611E0,9.801670144E0
8.420121167E0,-6.182144165E-2,1.387614441E-1,9.785600739E0,9.786779779E0
8.430108167E0,-6.795867920E-2,1.419049072E-1,9.801617432E0,9.802880172E0
8.440095167E0,-6.167175293E-2,1.333726501E-1,9.785151672E0,9.786254898E0
8.450083167E0,-5.957611084E-2,1.481918335E-1,9.785600739E0,9.786904104E0
8.460070167E0,-4.969665527E-2,1.317260742E-1,9.787097626E0,9.788110208E0
8.470058167E0,-5.688171387E-2,1.341210938E-1,9.793983307E0,9.795066769E0
8.480045167E0,-5.538482666E-2,1.395098877E-1,9.785750427E0,9.786901548E0
8.490032166E0,-5.867797852E-2,1.320254517E-1,9.782906342E0,9.783973135E0
8.500020167E0,-5.373825073E-2,1.356179810E-1,9.789492645E0,9.790579466E0
8.510007167E0,-5.748046875E-2,1.309776306E-1,9.785451050E0,9.786496380E0
8.519995166E0,-5.583389282E-2,1.445993042E-1,9.787546692E0,9.788774010E0
8.529982167E0,-6.855743408E-2,1.451980591E-1,9.779912567E0,9.781230619E0
8.539970167E0,-6.556365967E-2,1.423539734E-1,9.800569611E0,9.801822685E0
8.549957167E0,-5.837860107E-2,1.471440125E-1,9.795929260E0,9.797208250E0
8.559944167E0,-5.373825073E-2,1.386117554E-1,9.786199493E0,9.787328621E0
8.569932166E0,-5.628295898E-2,1.354682922E-1,9.791588287E0,9.792687099E0
8.579919167E0,-6.316864014E-2,1.381626892E-1,9.792935486E0,9.794113775E0
8.589907167E0,-5.822891235E-2,1.371148682E-1,9.792336731E0,9.793469750E0
8.599894166E0,-5.553451538E-2,1.393601990E-1,9.792486420E0,9.793635465E0
8.609881167E0,-6.361770630E-2,1.303788757E-1,9.797725525E0,9.798799484E0
8.619869167E0,-5.628295898E-2,1.402583313E-1,9.782008209E0,9.783175598E0
8.629856167E0,-6.032455444E-2,1.351689148E-1,9.784403229E0,9.785522788E0
8.639844167E0,-5.792953491E-2,1.405577087E-1,9.791438599E0,9.792618758E0
8.649831166E0,-5.568420410E-2,1.414558411E-1,9.790241089E0,9.791421299E0
8.659818167E0,-5.852828979E-2,1.457968140E-1,9.789792023E0,9.791052554E0
8.669806167E0,-6.107299805E-2,1.411564636E-1,9.796078949E0,9.797286248E0
8.679793166E0,-5.373825073E-2,1.369651794E-1,9.800719299E0,9.801823608E0
8.689781167E0,-5.718109131E-2,1.359173584E-1,9.795929260E0,9.797039006E0
8.699768167E0,-5.418731689E-2,1.398092651E-1,9.789492645E0,9.790640896E0
8.709756833E0,-5.733078003E-2,1.383123779E-1,9.780960388E0,9.782106279E0
8.719743833E0,-6.152206421E-2,1.270857239E-1,9.790989532E0,9.792007545E0
8.729730833E0,-6.077362061E-2,1.375639343E-1,9.790839844E0,9.791994798E0
8.739718833E0,-6.661148071E-2,1.434017944E-1,9.794881439E0,9.796157592E0
8.749705833E0,-6.017486572E-2,1.451980591E-1,9.793384552E0,9.794645704E0
8.759693833E0,-5.119354248E-2,1.442999268E-1,9.795180817E0,9.796377416E0
8.769680833E0,-5.852828979E-2,1.438508606E-1,9.792336731E0,9.793568159E0
8.779667833E0,-5.763015747E-2,1.398092651E-1,9.789342957E0,9.790510885E0
8.789655833E0,-5.733078003E-2,1.422042847E-1,9.795629883E0,9.796829777E0
8.799642833E0,-6.017486572E-2,1.387614441E-1,9.787846069E0,9.789014579E0
8.809630833E0,-5.568420410E-2,1.405577087E-1,9.793833618E0,9.795000467E0
8.819617833E0,-5.792953491E-2,1.402583313E-1,9.796228638E0,9.797403929E0
8.829605833E0,-5.298980713E-2,1.437011719E-1,9.790989532E0,9.792187395E0
8.839592833E0,-4.221221924E-2,1.402583313E-1,9.786947937E0,9.788043941E0
8.849579833E0,-5.134323120E-2,1.363664246E-1,9.789342957E0,9.790427337E0
8.859567833E0,-5.583389282E-2,1.383123779E-1,9.786498871E0,9.787635459E0
8.869554833E0,-6.212081909E-2,1.326242065E-1,9.791288910E0,9.792384117E0
8.879542833E0,-5.269042969E-2,1.422042847E-1,9.792636108E0,9.793810305E0
8.889529833E0,-5.089416504E-2,1.350192261E-1,9.794282684E0,9.795345512E0
8.899516833E0,-5.957611084E-2,1.353186035E-1,9.798923035E0,9.800038422E0
8.909504833E0,-5.194198608E-2,1.332229614E-1,9.794432373E0,9.795476090E0
8.919491833E0,-5.433700562E-2,1.380130005E-1,9.791438599E0,9.792561970E0
8.929479833E0,-5.882766724E-2,1.504371643E-1,9.796977081E0,9.798308628E0
8.939466833E0,-6.227050781E-2,1.465452576E-1,9.786648560E0,9.787943766E0
8.949454833E0,-5.284011841E-2,1.329235840E-1,9.801617432E0,9.802661120E0
8.959441833E0,-5.014572144E-2,1.362167358E-1,9.790091400E0,9.791167408E0
8.969428833E0,-6.092330933E-2,1.434017944E-1,9.795031128E0,9.796270235E0
8.979416833E0,-6.735992432E-2,1.348695374E-1,9.791288910E0,9.792449421E0
8.989403833E0,-5.882766724E-2,1.453477478E-1,9.787846069E0,9.789101968E0
8.999391833E0,-6.256988525E-2,1.371148682E-1,9.783355408E0,9.784516264E0
9.009378833E0,-5.343887329E-2,1.369651794E-1,9.793085175E0,9.794188706E0
9.019366833E0,-5.269042969E-2,1.419049072E-1,9.790690155E0,9.791860242E0
9.029353833E0,-6.062393188E-2,1.392105103E-1,9.797575836E0,9.798752323E0
9.039340833E0,-6.466552734E-2,1.451980591E-1,9.789792023E0,9.791082267E0
9.049328833E0,-5.912704468E-2,1.362167358E-1,9.797276459E0,9.798401758E0
9.059315833E0,-5.777984619E-2,1.320254517E-1,9.790241089E0,9.791301742E0
9.069303833E0,-6.466552734E-2,1.309776306E-1,9.791438599E0,9.792528101E0
9.079290833E0,-6.062393188E-2,1.341210938E-1,9.790839844E0,9.791946108E0
9.089277833E0,-5.343887329E-2,1.402583313E-1,9.786498871E0,9.787649782E0
9.099265833E0,-5.179229736E-2,1.472937012E-1,9.782008209E0,9.783254187E0
9.109252833E0,-6.152206421E-2,1.410067749E-1,9.796378326E0,9.797586243E0
9.119240833E0,-6.286926270E-2,1.477427673E-1,9.792336731E0,9.793653002E0
9.129227833E0,-5.688171387E-2,1.347198486E-1,9.807455292E0,9.808545472E0
9.139215833E0,-6.256988525E-2,1.404080200E-1,9.790091400E0,9.791298128E0
9.149202833E0,-6.286926270E-2,1.380130005E-1,9.777966614E0,9.779142663E0
9.159189833E0,-5.777984619E-2,1.320254517E-1,9.784103851E0,9.785165170E0
9.169177833E0,-4.805007935E-2,1.392105103E-1,9.793384552E0,9.794491787E0
9.179164833E0,-6.182144165E-2,1.408570862E-1,9.790540466E0,9.791748834E0
9.189152833E0,-6.511459351E-2,1.362167358E-1,9.786498871E0,9.787663412E0
9.199139833E0,-5.583389282E-2,1.410067749E-1,9.786947937E0,9.788122918E0
9.209126833E0,-5.433700562E-2,1.320254517E-1,9.787995758E0,9.789036939E0
9.219114833E0,-5.538482666E-2,1.411564636E-1,9.797575836E0,9.798749149E0
9.229101833E0,-6.047424316E-2,1.456471252E-1,9.792935486E0,9.794205208E0
9.239089833E0,-5.822891235E-2,1.393601990E-1,9.780511322E0,9.781677443E0
9.249076833E0,-5.643264771E-2,1.390608215E-1,9.808503113E0,9.809651159E0
9.259064833E0,-6.017486572E-2,1.326242065E-1,9.797276459E0,9.798358853E0
9.269051833E0,-4.730163574E-2,1.303788757E-1,9.793983307E0,9.794965294E0
9.279038833E0,-5.957611084E-2,1.354682922E-1,9.793384552E0,9.794502639E0
9.289026833E0,-6.242019653E-2,1.342707825E-1,9.792636108E0,9.793755504E0
9.299013833E0,-5.583389282E-2,1.302291870E-1,9.789941711E0,9.790967050E0
9.309001833E0,-6.107299805E-2,1.369651794E-1,9.793534241E0,9.794682348E0
9.318988833E0,-5.373825073E-2,1.411564636E-1,9.792935486E0,9.794100182E0
9.328976833E0,-5.373825073E-2,1.460961914E-1,9.803413696E0,9.804649509E0
9.338963833E0,-5.763015747E-2,1.393601990E-1,9.805808716E0,9.806968292E0
9.348950833E0,-6.047424316E-2,1.419049072E-1,9.783954163E0,9.785170065E0
9.358938833E0,-6.376739502E-2,1.411564636E-1,9.790839844E0,9.792064965E0
9.368925833E0,-5.658233643E-2,1.368154907E-1,9.788444824E0,9.789564450E0
9.378913833E0,-6.047424316E-2,1.252894592E-1,9.792636108E0,9.793624280E0
9.388900833E0,-6.242019653E-2,1.369651794E-1,9.785151672E0,9.786309263E0
9.398888833E0,-5.613327026E-2,1.426533508E-1,9.795779572E0,9.796979041E0
9.408875833E0,-6.107299805E-2,1.450483704E-1,9.782756653E0,9.784022520E0
9.418862833E0,-5.553451538E-2,1.392105103E-1,9.798623657E0,9.799769856E0
9.428850833E0,-7.469467163E-2,1.353186035E-1,9.797725525E0,9.798944631E0
9.438837833E0,-6.256988525E-2,1.294807434E-1,9.800719299E0,9.801774280E0
9.448825833E0,-4.745132446E-2,1.345701599E-1,9.798024902E0,9.799063871E0
9.458812833E0,-5.942642212E-2,1.429527283E-1,9.793833618E0,9.795057117E0
9.468799833E0,-5.628295898E-2,1.387614441E-1,9.782008209E0,9.783154252E0
9.478787833E0,-5.029541016E-2,1.417552185E-1,9.778265991E0,9.779422783E0
9.488774833E0,-5.748046875E-2,1.375639343E-1,9.782157898E0,9.783293974E0
9.498762833E0,-6.466552734E-2,1.356179810E-1,9.788893890E0,9.790046857E0
9.508749833E0,-6.092330933E-2,1.347198486E-1,9.792336731E0,9.793452902E0
9.518737833E0,-5.912704468E-2,1.411564636E-1,9.793384552E0,9.794580243E0
9.528724833E0,-5.313949585E-2,1.350192261E-1,9.786648560E0,9.787724149E0
9.538711833E0,-5.688171387E-2,1.423539734E-1,9.800120544E0,9.801319445E0
9.548699833E0,-6.346801758E-2,1.416055298E-1,9.797575836E0,9.798804651E0
9.558686833E0,-5.688171387E-2,1.342707825E-1,9.786498871E0,9.787585214E0
9.568674833E0,-5.493576050E-2,1.348695374E-1,9.783355408E0,9.784439216E0
9.578661833E0,-6.137237549E-2,1.396595764E-1,9.786199493E0,9.787388410E0
9.588649833E0,-5.733078003E-2,1.393601990E-1,9.798623657E0,9.799782327E0
9.598636833E0,-5.568420410E-2,1.344204712E-1,9.791737976E0,9.792818909E0
9.608623833E0,-6.466552734E-2,1.332229614E-1,9.789193268E0,9.790313316E0
9.618611833E0,-6.182144165E-2,1.405577087E-1,9.798174591E0,9.799377719E0
9.628598833E0,-5.403762817E-2,1.330732727E-1,9.783505096E0,9.784559292E0
9.638586833E0,-6.331832886E-2,1.441502380E-1,9.790390778E0,9.791656657E0
9.648573833E0,-5.822891235E-2,1.365161133E-1,9.797725525E0,9.798849561E0
9.658561833E0,-6.212081909E-2,1.396595764E-1,9.783954163E0,9.785148075E0
9.668548833E0,-6.825805664E-2,1.441502380E-1,9.797875214E0,9.799173289E0
9.678535833E0,-5.673202515E-2,1.451980591E-1,9.790241089E0,9.791482093E0
9.688523833E0,-5.643264771E-2,1.468446350E-1,9.804311829E0,9.805573845E0
9.698510833E0,-5.269042969E-2,1.453477478E-1,9.801318054E0,9.802537317E0
9.708498541E0,-5.298980713E-2,1.408570862E-1,9.792785797E0,9.793942123E0
9.718485542E0,-7.244934082E-2,1.327738953E-1,9.789941711E0,9.791110076E0
9.728473542E0,-6.122268677E-2,1.351689148E-1,9.790690155E0,9.791814570E0
9.738460541E0,-5.688171387E-2,1.363664246E-1,9.793983307E0,9.795097771E0
9.748447542E0,-5.478607178E-2,1.437011719E-1,9.794582062E0,9.795789366E0
9.758435542E0,-5.912704468E-2,1.348695374E-1,9.797126770E0,9.798233450E0
9.768422542E0,-5.478607178E-2,1.360670471E-1,9.791438599E0,9.792537239E0
9.778410542E0,-4.984634399E-2,1.404080200E-1,9.790390778E0,9.791524429E0
9.788397542E0,-5.448669434E-2,1.375639343E-1,9.804162140E0,9.805278573E0
9.798385542E0,-5.568420410E-2,1.387614441E-1,9.799521790E0,9.800662364E0
9.808372542E0,-5.882766724E-2,1.363664246E-1,9.793534241E0,9.794660250E0
9.818359541E0,-5.792953491E-2,1.396595764E-1,9.779463501E0,9.780632239E0
9.828347542E0,-6.122268677E-2,1.387614441E-1,9.789492645E0,9.790667455E0
9.838334542E0,-6.077362061E-2,1.411564636E-1,9.794132996E0,9.795338673E0
9.848322541E0,-6.361770630E-2,1.390608215E-1,9.790989532E0,9.792183676E0
9.858309542E0,-5.538482666E-2,1.326242065E-1,9.789941711E0,9.790996649E0
9.868296542E0,-4.775070190E-2,1.390608215E-1,9.790091400E0,9.791195416E0
9.878284542E0,-5.448669434E-2,1.442999268E-1,9.793983307E0,9.795197818E0
9.888271542E0,-5.957611084E-2,1.372645569E-1,9.799072723E0,9.800215156E0
9.898259541E0,-6.616241455E-2,1.369651794E-1,9.791588287E0,9.792769686E0
9.908246542E0,-5.852828979E-2,1.327738953E-1,9.787097626E0,9.788173190E0
9.918234542E0,-5.328918457E-2,1.347198486E-1,9.785900116E0,9.786972476E0
9.928221541E0,-5.089416504E-2,1.404080200E-1,9.789941711E0,9.791080806E0
9.938208542E0,-6.017486572E-2,1.434017944E-1,9.787995758E0,9.789231127E0
9.948196542E0,-6.286926270E-2,1.419049072E-1,9.796677704E0,9.797907102E0
9.958183542E0,-5.688171387E-2,1.363664246E-1,9.790540466E0,9.791655322E0
9.968171542E0,-6.137237549E-2,1.366658020E-1,9.795929260E0,9.797074777E0
9.978158541E0,-6.271957397E-2,1.302291870E-1,9.794731750E0,9.795798255E0
9.988146542E0,-5.658233643E-2,1.342707825E-1,9.792785797E0,9.793869709E0
9.998133542E0,-6.466552734E-2,1.363664246E-1,9.785301361E0,9.786465151E0
1.000812054E1,-5.658233643E-2,1.323248291E-1,9.788295135E0,9.789353047E0
1.001810854E1,-5.448669434E-2,1.389111328E-1,9.797426147E0,9.798562355E0
1.002809554E1,-6.586303711E-2,1.368154907E-1,9.788744202E0,9.789921831E0
1.003808354E1,-6.062393188E-2,1.440005493E-1,9.792037354E0,9.793283768E0
1.004807054E1,-6.301895142E-2,1.384620667E-1,9.796977081E0,9.798158146E0
1.005805854E1,-6.735992432E-2,1.411564636E-1,9.801767120E0,9.803014903E0
1.006804554E1,-6.376739502E-2,1.414558411E-1,9.795480194E0,9.796709053E0
1.007803354E1,-5.792953491E-2,1.387614441E-1,9.780211945E0,9.781367811E0
1.008802054E1,-5.044509888E-2,1.348695374E-1,9.788893890E0,9.789952916E0
1.009800754E1,-5.194198608E-2,1.432521057E-1,9.790839844E0,9.792025530E0
1.010799554E1,-5.777984619E-2,1.342707825E-1,9.788145447E0,9.789236867E0
1.011798254E1,-5.807922363E-2,1.459465027E-1,9.791438599E0,9.792698474E0
1.012797054E1,-5.313949585E-2,1.405577087E-1,9.786798248E0,9.787951789E0
1.013795754E1,-5.777984619E-2,1.425036621E-1,9.781110077E0,9.782318751E0
1.014794554E1,-6.242019653E-2,1.447489929E-1,9.792486420E0,9.793755094E0
1.015793254E1,-4.969665527E-2,1.431024170E-1,9.788145447E0,9.789317614E0
1.016791954E1,-5.328918457E-2,1.407073975E-1,9.793085175E0,9.794240938E0
1.017790754E1,-5.957611084E-2,1.398092651E-1,9.795929260E0,9.797108043E0
1.018789454E1,-5.807922363E-2,1.384620667E-1,9.789642334E0,9.790793735E0
1.019788254E1,-6.137237549E-2,1.413061523E-1,9.790091400E0,9.791303469E0
1.020786954E1,-5.792953491E-2,1.362167358E-1,9.780960388E0,9.782080400E0
1.021785754E1,-6.421646118E-2,1.360670471E-1,9.787546692E0,9.788703093E0
1.022784454E1,-6.062393188E-2,1.395098877E-1,9.794881439E0,9.796062509E0
1.023783154E1,-5.224136353E-2,1.387614441E-1,9.792486420E0,9.793608843E0
1.024781954E1,-5.718109131E-2,1.326242065E-1,9.790989532E0,9.792054681E0
1.025780654E1,-5.538482666E-2,1.457968140E-1,9.795330505E0,9.796572048E0
1.026779454E1,-5.508544922E-2,1.392105103E-1,9.786498871E0,9.787643952E0
1.027778154E1,-5.628295898E-2,1.339714050E-1,9.797875214E0,9.798952741E0
1.028776954E1,-5.972579956E-2,1.290316772E-1,9.793384552E0,9.794416641E0
1.029775654E1,-5.688171387E-2,1.371148682E-1,9.791887665E0,9.793012818E0
1.030774354E1,-5.448669434E-2,1.404080200E-1,9.782906342E0,9.784065602E0
1.031773154E1,-5.882766724E-2,1.429527283E-1,9.786349182E0,9.787569999E0
1.032771854E1,-6.735992432E-2,1.380130005E-1,9.788594513E0,9.789799155E0
1.033770654E1,-5.822891235E-2,1.431024170E-1,9.794582062E0,9.795800461E0
1.034769354E1,-5.777984619E-2,1.408570862E-1,9.795180817E0,9.796363941E0
1.035768154E1,-6.301895142E-2,1.422042847E-1,9.786349182E0,9.787585185E0
1.036766854E1,-5.852828979E-2,1.442999268E-1,9.787995758E0,9.789234341E0
1.037765654E1,-6.391708374E-2,1.404080200E-1,9.797875214E0,9.799089677E0
1.038764354E1,-5.882766724E-2,1.401086426E-1,9.794432373E0,9.795611091E0
1.039763054E1,-6.122268677E-2,1.345701599E-1,9.783056030E0,9.784173069E0
1.040761854E1,-6.436614990E-2,1.377136230E-1,9.791139221E0,9.792319199E0
1.041760554E1,-5.972579956E-2,1.333726501E-1,9.803114319E0,9.804203475E0
1.042759354E1,-5.613327026E-2,1.368154907E-1,9.796677704E0,9.797793806E0
1.043758054E1,-6.466552734E-2,1.359173584E-1,9.800868988E0,9.802024693E0
1.044756854E1,-5.792953491E-2,1.317260742E-1,9.785151672E0,9.786209728E0
1.045755554E1,-5.508544922E-2,1.368154907E-1,9.787546692E0,9.788657882E0
1.046754354E1,-5.912704468E-2,1.419049072E-1,9.788444824E0,9.789651939E0
1.047753054E1,-5.897735596E-2,1.438508606E-1,9.796677704E0,9.797911279E0
1.048751754E1,-5.134323120E-2,1.416055298E-1,9.797875214E0,9.799032960E0
1.049750554E1,-6.032455444E-2,1.315763855E-1,9.789941711E0,9.791011700E0
1.050749254E1,-5.239105225E-2,1.372645569E-1,9.783654785E0,9.784757909E0
1.051748054E1,-5.209167480E-2,1.381626892E-1,9.785900116E0,9.787014026E0
1.052746754E1,-5.942642212E-2,1.422042847E-1,9.784852295E0,9.786066012E0
1.053745554E1,-6.107299805E-2,1.372645569E-1,9.789642334E0,9.790795090E0
1.054744254E1,-6.032455444E-2,1.356179810E-1,9.788893890E0,9.790019146E0
1.055743054E1,-5.763015747E-2,1.408570862E-1,9.786947937E0,9.788131174E0
1.056741754E1,-6.316864014E-2,1.431024170E-1,9.787995758E0,9.789245606E0
1.057740454E1,-5.658233643E-2,1.303788757E-1,9.784103851E0,9.785136094E0
1.058739254E1,-6.077362061E-2,1.326242065E-1,9.788744202E0,9.789831237E0
1.059737954E1,-6.346801758E-2,1.471440125E-1,9.777966614E0,9.779279659E0
1.060736754E1,-6.107299805E-2,1.444496155E-1,9.798174591E0,9.799429622E0
1.061735454E1,-6.212081909E-2,1.428030396E-1,9.792187042E0,9.793425283E0
1.062734254E1,-6.586303711E-2,1.425036621E-1,9.786947937E0,9.788206943E0
1.063732954E1,-5.688171387E-2,1.399589539E-1,9.787995758E0,9.789161609E0
1.064731754E1,-6.062393188E-2,1.438508606E-1,9.792486420E0,9.793730577E0
1.065730454E1,-5.942642212E-2,1.333726501E-1,9.787696381E0,9.788785430E0
1.066729254E1,-5.703140259E-2,1.341210938E-1,9.789043579E0,9.790128459E0
1.067727954E1,-5.837860107E-2,1.321751404E-1,9.791288910E0,9.792355020E0
1.068726654E1,-5.583389282E-2,1.389111328E-1,9.795779572E0,9.796923555E0
1.069725454E1,-6.376739502E-2,1.390608215E-1,9.783654785E0,9.784850798E0
1.070724054E1,-5.987548828E-2,1.383123779E-1,9.786648560E0,9.787809020E0
1.071722854E1,-5.972579956E-2,1.342707825E-1,9.792486420E0,9.793589030E0
1.072721554E1,-6.122268677E-2,1.323248291E-1,9.788444824E0,9.789530640E0
1.073720354E1,-5.643264771E-2,1.420545959E-1,9.784103851E0,9.785297764E0
1.074719054E1,-5.807922363E-2,1.369651794E-1,9.793384552E0,9.794514467E0
1.075717854E1,-5.763015747E-2,1.395098877E-1,9.796378326E0,9.797541149E0
1.076716554E1,-5.658233643E-2,1.435514832E-1,9.787247314E0,9.788463546E0
1.077715254E1,-6.122268677E-2,1.423539734E-1,9.785301361E0,9.786528271E0
1.078714054E1,-5.867797852E-2,1.296304321E-1,9.784552917E0,9.785587512E0
1.079712754E1,-5.882766724E-2,1.359173584E-1,9.792037354E0,9.793157292E0
1.080711554E1,-6.646179199E-2,1.410067749E-1,9.786648560E0,9.787889972E0
1.081710254E1,-5.733078003E-2,1.405577087E-1,9.781259766E0,9.782437625E0
1.082709054E1,-5.658233643E-2,1.405577087E-1,9.787247314E0,9.788420098E0
1.083707754E1,-5.269042969E-2,1.296304321E-1,9.789941711E0,9.790941683E0
1.084706554E1,-5.822891235E-2,1.380130005E-1,9.793683929E0,9.794829407E0
1.085705254E1,-5.418731689E-2,1.306782532E-1,9.788145447E0,9.789167705E0
1.086704054E1,-5.942642212E-2,1.405577087E-1,9.785001984E0,9.786191894E0
1.087702754E1,-5.493576050E-2,1.344204712E-1,9.787247314E0,9.788324514E0
1.088701454E1,-5.179229736E-2,1.315763855E-1,9.787846069E0,9.788867425E0
1.089700254E1,-5.763015747E-2,1.359173584E-1,9.787696381E0,9.788809693E0
1.090698954E1,-5.343887329E-2,1.453477478E-1,9.784552917E0,9.785778328E0
