"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.927099854E1,-6.451583862E-2,1.347198486E-1,9.792336731E0,9.793475909E0
2.928095354E1,-6.152206421E-2,1.350192261E-1,9.795779572E0,9.796903213E0
2.929090954E1,-5.718109131E-2,1.323248291E-1,9.785001984E0,9.786063732E0
2.930086454E1,-6.092330933E-2,1.233435059E-1,9.787247314E0,9.788214100E0
2.931082054E1,-5.703140259E-2,1.350192261E-1,9.781409454E0,9.782507536E0
2.932077654E1,-5.733078003E-2,1.359173584E-1,9.789193268E0,9.790304652E0
2.933073154E1,-5.927673340E-2,1.426533508E-1,9.773026886E0,9.774247706E0
2.934068654E1,-5.553451538E-2,1.410067749E-1,9.774224396E0,9.775399201E0
2.935064154E1,-6.511459351E-2,1.329235840E-1,9.786648560E0,9.787767806E0
2.936059654E1,-6.271957397E-2,1.336720276E-1,9.796827393E0,9.797940034E0
2.937055154E1,-5.733078003E-2,1.360670471E-1,9.787546692E0,9.788660343E0
2.938050654E1,-5.029541016E-2,1.354682922E-1,9.780810699E0,9.781878103E0
2.939046154E1,-5.777984619E-2,1.404080200E-1,9.793534241E0,9.794711116E0
2.940041654E1,-5.403762817E-2,1.329235840E-1,9.779912567E0,9.780965114E0
2.941037254E1,-6.152206421E-2,1.371148682E-1,9.790989532E0,9.792142844E0
2.942032854E1,-4.969665527E-2,1.404080200E-1,9.788444824E0,9.789577940E0
2.943028454E1,-5.972579956E-2,1.380130005E-1,9.790540466E0,9.791695327E0
2.944024054E1,-5.598358154E-2,1.342707825E-1,9.781409454E0,9.782491182E0
2.945019554E1,-5.448669434E-2,1.270857239E-1,9.783804474E0,9.784781529E0
2.946015154E1,-5.373825073E-2,1.369651794E-1,9.777517548E0,9.778624477E0
2.947010654E1,-6.451583862E-2,1.398092651E-1,9.783954163E0,9.785165710E0
2.948006254E1,-5.658233643E-2,1.342707825E-1,9.793833618E0,9.794917414E0
2.949001854E1,-5.673202515E-2,1.288819885E-1,9.796378326E0,9.797390336E0
2.949997354E1,-5.643264771E-2,1.300794983E-1,9.782756653E0,9.783784189E0
2.950992854E1,-5.837860107E-2,1.387614441E-1,9.781110077E0,9.782268507E0
2.951988354E1,-5.613327026E-2,1.438508606E-1,9.776769104E0,9.777988450E0
2.952983754E1,-5.763015747E-2,1.429527283E-1,9.798473969E0,9.799686160E0
2.953979254E1,-5.912704468E-2,1.354682922E-1,9.792486420E0,9.793601888E0
2.954974754E1,-6.002517700E-2,1.399589539E-1,9.787097626E0,9.788282355E0
2.955970254E1,-5.463638306E-2,1.368154907E-1,9.788744202E0,9.789852739E0
2.956965754E1,-6.212081909E-2,1.393601990E-1,9.787696381E0,9.788885570E0
2.957961254E1,-5.553451538E-2,1.396595764E-1,9.786349182E0,9.787503216E0
2.958956854E1,-6.077362061E-2,1.285826111E-1,9.786199493E0,9.787232880E0
2.959952354E1,-6.167175293E-2,1.380130005E-1,9.792935486E0,9.794102124E0
2.960947954E1,-5.538482666E-2,1.309776306E-1,9.794132996E0,9.795165326E0
2.961943454E1,-5.852828979E-2,1.353186035E-1,9.792785797E0,9.793895566E0
2.962938954E1,-6.002517700E-2,1.383123779E-1,9.783505096E0,9.784666847E0
2.963934454E1,-6.062393188E-2,1.315763855E-1,9.795031128E0,9.796102409E0
2.964930054E1,-6.361770630E-2,1.332229614E-1,9.790839844E0,9.791952840E0
2.965925554E1,-5.763015747E-2,1.402583313E-1,9.779912567E0,9.781088051E0
2.966921054E1,-5.538482666E-2,1.392105103E-1,9.792336731E0,9.793482818E0
2.967916554E1,-5.882766724E-2,1.413061523E-1,9.786199493E0,9.787396418E0
2.968911954E1,-5.748046875E-2,1.362167358E-1,9.791737976E0,9.792854109E0
2.969907454E1,-6.316864014E-2,1.383123779E-1,9.805808716E0,9.806987568E0
2.970902954E1,-5.598358154E-2,1.401086426E-1,9.781858521E0,9.783022064E0
2.971898454E1,-5.523513794E-2,1.396595764E-1,9.794282684E0,9.795434090E0
2.972894054E1,-5.373825073E-2,1.411564636E-1,9.793085175E0,9.794249853E0
2.973889554E1,-5.328918457E-2,1.368154907E-1,9.798473969E0,9.799573987E0
2.974885054E1,-5.583389282E-2,1.348695374E-1,9.793534241E0,9.794622001E0
2.975880654E1,-6.182144165E-2,1.383123779E-1,9.784552917E0,9.785725727E0
2.976876154E1,-5.972579956E-2,1.321751404E-1,9.781259766E0,9.782335102E0
2.977871754E1,-5.837860107E-2,1.487905884E-1,9.798174591E0,9.799478150E0
2.978867254E1,-6.077362061E-2,1.414558411E-1,9.790091400E0,9.791301896E0
2.979862754E1,-5.942642212E-2,1.374142456E-1,9.782756653E0,9.783902182E0
2.980858254E1,-5.568420410E-2,1.413061523E-1,9.782157898E0,9.783336920E0
2.981853854E1,-5.718109131E-2,1.410067749E-1,9.789193268E0,9.790375755E0
2.982849354E1,-6.062393188E-2,1.450483704E-1,9.785001984E0,9.786264768E0
2.983844954E1,-4.805007935E-2,1.405577087E-1,9.786498871E0,9.787626139E0
2.984840454E1,-5.373825073E-2,1.260379028E-1,9.782307587E0,9.783267096E0
2.985835954E1,-6.256988525E-2,1.365161133E-1,9.794282684E0,9.795433882E0
2.986831354E1,-5.897735596E-2,1.411564636E-1,9.785301361E0,9.786497137E0
2.987826954E1,-5.418731689E-2,1.393601990E-1,9.783056030E0,9.784198630E0
2.988822454E1,-5.837860107E-2,1.434017944E-1,9.781259766E0,9.782485100E0
2.989818054E1,-5.254074097E-2,1.402583313E-1,9.790839844E0,9.791985385E0
2.990813554E1,-6.271957397E-2,1.407073975E-1,9.789043579E0,9.790255692E0
2.991809054E1,-5.463638306E-2,1.434017944E-1,9.794132996E0,9.795335132E0
2.992804554E1,-6.496490479E-2,1.422042847E-1,9.782606964E0,9.783856168E0
2.993800154E1,-6.346801758E-2,1.438508606E-1,9.802515564E0,9.803776448E0
2.994795754E1,-5.897735596E-2,1.366658020E-1,9.790989532E0,9.792120909E0
2.995791254E1,-6.421646118E-2,1.387614441E-1,9.781559143E0,9.782754099E0
2.996786854E1,-5.777984619E-2,1.426533508E-1,9.783355408E0,9.784565985E0
2.997782354E1,-5.164260864E-2,1.326242065E-1,9.787846069E0,9.788880774E0
2.998777854E1,-5.912704468E-2,1.297801208E-1,9.785900116E0,9.786939254E0
2.999773454E1,-5.822891235E-2,1.422042847E-1,9.793085175E0,9.794290679E0
3.000769054E1,-5.643264771E-2,1.420545959E-1,9.785750427E0,9.786944139E0
3.001764654E1,-5.807922363E-2,1.365161133E-1,9.788444824E0,9.789569037E0
3.002760154E1,-5.433700562E-2,1.408570862E-1,9.787846069E0,9.789010364E0
3.003755654E1,-5.763015747E-2,1.417552185E-1,9.787097626E0,9.788293810E0
3.004751254E1,-6.092330933E-2,1.353186035E-1,9.786199493E0,9.787324624E0
3.005746854E1,-6.271957397E-2,1.342707825E-1,9.786648560E0,9.787770554E0
3.006742454E1,-6.286926270E-2,1.419049072E-1,9.790540466E0,9.791770635E0
3.007737954E1,-6.242019653E-2,1.371148682E-1,9.788594513E0,9.789753792E0
3.008733454E1,-5.792953491E-2,1.429527283E-1,9.791288910E0,9.792503757E0
3.009729054E1,-5.523513794E-2,1.408570862E-1,9.779164124E0,9.780334483E0
3.010724554E1,-5.613327026E-2,1.444496155E-1,9.794582062E0,9.795808001E0
3.011720054E1,-5.673202515E-2,1.351689148E-1,9.795330505E0,9.796427352E0
3.012715654E1,-6.017486572E-2,1.363664246E-1,9.793534241E0,9.794668434E0
3.013711154E1,-5.403762817E-2,1.383123779E-1,9.795629883E0,9.796755339E0
3.014706654E1,-5.658233643E-2,1.401086426E-1,9.783056030E0,9.784222876E0
3.015702254E1,-6.167175293E-2,1.393601990E-1,9.782756653E0,9.783943602E0
3.016697754E1,-6.047424316E-2,1.324745178E-1,9.790390778E0,9.791473751E0
3.017693254E1,-5.239105225E-2,1.305285645E-1,9.787546692E0,9.788557237E0
3.018688854E1,-5.987548828E-2,1.338217163E-1,9.779912567E0,9.781011356E0
3.019684454E1,-6.122268677E-2,1.369651794E-1,9.794282684E0,9.795431638E0
3.020680054E1,-6.271957397E-2,1.408570862E-1,9.778116302E0,9.779331924E0
3.021675554E1,-6.286926270E-2,1.338217163E-1,9.782457275E0,9.783574558E0
3.022671154E1,-6.167175293E-2,1.339714050E-1,9.785600739E0,9.786712091E0
3.023666754E1,-5.418731689E-2,1.377136230E-1,9.783954163E0,9.785073345E0
3.024662254E1,-5.658233643E-2,1.344204712E-1,9.782307587E0,9.783394715E0
3.025657754E1,-6.077362061E-2,1.336720276E-1,9.792486420E0,9.793587286E0
3.026653354E1,-5.134323120E-2,1.342707825E-1,9.789792023E0,9.790847390E0
3.027648854E1,-5.119354248E-2,1.405577087E-1,9.783954163E0,9.785097665E0
3.028644454E1,-5.837860107E-2,1.413061523E-1,9.796228638E0,9.797421651E0
3.029640054E1,-5.613327026E-2,1.321751404E-1,9.792037354E0,9.793090255E0
3.030635554E1,-5.328918457E-2,1.387614441E-1,9.788295135E0,9.789423688E0
3.031631154E1,-5.987548828E-2,1.393601990E-1,9.791887665E0,9.793062360E0
3.032626654E1,-6.227050781E-2,1.402583313E-1,9.791438599E0,9.792641107E0
3.033622254E1,-5.628295898E-2,1.341210938E-1,9.790241089E0,9.791321505E0
3.034617754E1,-6.197113037E-2,1.270857239E-1,9.797875214E0,9.798895341E0
3.035613354E1,-5.912704468E-2,1.374142456E-1,9.794881439E0,9.796023739E0
3.036608954E1,-6.002517700E-2,1.347198486E-1,9.789492645E0,9.790603593E0
3.037604454E1,-6.077362061E-2,1.335223389E-1,9.784552917E0,9.785652632E0
3.038599954E1,-5.867797852E-2,1.278341675E-1,9.794282684E0,9.795292644E0
3.039595554E1,-6.017486572E-2,1.442999268E-1,9.794432373E0,9.795680119E0
3.040591054E1,-5.792953491E-2,1.387614441E-1,9.784253540E0,9.785408929E0
3.041586554E1,-5.448669434E-2,1.288819885E-1,9.791438599E0,9.792438368E0
3.042582154E1,-6.137237549E-2,1.348695374E-1,9.786498871E0,9.787620574E0
3.043577754E1,-5.867797852E-2,1.356179810E-1,9.785151672E0,9.786267347E0
3.044573354E1,-5.613327026E-2,1.294807434E-1,9.790241089E0,9.791258182E0
3.045568854E1,-5.822891235E-2,1.317260742E-1,9.782756653E0,9.783816745E0
3.046564454E1,-5.433700562E-2,1.288819885E-1,9.783505096E0,9.784504844E0
3.047560054E1,-6.062393188E-2,1.308279419E-1,9.794731750E0,9.795793040E0
3.048555654E1,-5.553451538E-2,1.383123779E-1,9.781110077E0,9.782245587E0
3.049551254E1,-5.373825073E-2,1.393601990E-1,9.787397003E0,9.788536620E0
3.050546754E1,-5.912704468E-2,1.360670471E-1,9.789941711E0,9.791065773E0
3.051542354E1,-6.167175293E-2,1.335223389E-1,9.779164124E0,9.780270067E0
3.052537954E1,-5.553451538E-2,1.371148682E-1,9.796078949E0,9.797195892E0
3.053533454E1,-6.271957397E-2,1.437011719E-1,9.780361633E0,9.781618345E0
3.054529054E1,-5.403762817E-2,1.408570862E-1,9.789193268E0,9.790355745E0
3.055524654E1,-5.867797852E-2,1.445993042E-1,9.794432373E0,9.795675453E0
3.056520254E1,-5.927673340E-2,1.389111328E-1,9.784403229E0,9.785568792E0
3.057515854E1,-5.733078003E-2,1.386117554E-1,9.791887665E0,9.793036510E0
3.058511454E1,-6.511459351E-2,1.332229614E-1,9.794432373E0,9.795554797E0
3.059506954E1,-6.376739502E-2,1.375639343E-1,9.786648560E0,9.787823054E0
3.060502554E1,-5.703140259E-2,1.321751404E-1,9.791887665E0,9.792945772E0
3.061498054E1,-5.897735596E-2,1.356179810E-1,9.801318054E0,9.802433686E0
3.062493554E1,-6.227050781E-2,1.285826111E-1,9.788444824E0,9.789487381E0
3.063489154E1,-5.987548828E-2,1.338217163E-1,9.784403229E0,9.785501513E0
3.064484654E1,-5.673202515E-2,1.338217163E-1,9.792486420E0,9.793565084E0
3.065480254E1,-5.493576050E-2,1.342707825E-1,9.790390778E0,9.791465578E0
3.066475854E1,-5.972579956E-2,1.407073975E-1,9.783954163E0,9.785148175E0
3.067471354E1,-5.987548828E-2,1.456471252E-1,9.781259766E0,9.782527320E0
3.068466954E1,-6.047424316E-2,1.317260742E-1,9.793534241E0,9.794606772E0
3.069462554E1,-6.301895142E-2,1.329235840E-1,9.789193268E0,9.790298509E0
3.070458154E1,-5.613327026E-2,1.445993042E-1,9.786648560E0,9.787877703E0
3.071453754E1,-5.373825073E-2,1.368154907E-1,9.789792023E0,9.790895471E0
3.072449354E1,-5.942642212E-2,1.353186035E-1,9.798324280E0,9.799438827E0
3.073444892E1,-6.391708374E-2,1.386117554E-1,9.791588287E0,9.792777941E0
3.074440592E1,-5.807922363E-2,1.311273193E-1,9.793683929E0,9.794733916E0
3.075436192E1,-5.718109131E-2,1.350192261E-1,9.789792023E0,9.790890037E0
3.076431792E1,-5.523513794E-2,1.414558411E-1,9.779313812E0,9.780492795E0
3.077427392E1,-5.568420410E-2,1.282832336E-1,9.777667236E0,9.778667287E0
3.078422992E1,-6.346801758E-2,1.419049072E-1,9.786947937E0,9.788182421E0
3.079418592E1,-6.047424316E-2,1.393601990E-1,9.793534241E0,9.794712417E0
3.080414092E1,-5.628295898E-2,1.333726501E-1,9.787846069E0,9.788916524E0
3.081409692E1,-5.777984619E-2,1.372645569E-1,9.795929260E0,9.797061301E0
3.082405192E1,-6.182144165E-2,1.339714050E-1,9.785451050E0,9.786563364E0
3.083400792E1,-6.122268677E-2,1.383123779E-1,9.788295135E0,9.789463734E0
3.084396292E1,-5.568420410E-2,1.348695374E-1,9.792187042E0,9.793274100E0
3.085391892E1,-5.478607178E-2,1.350192261E-1,9.782457275E0,9.783542408E0
3.086387392E1,-5.328918457E-2,1.357676697E-1,9.782008209E0,9.783095482E0
3.087382892E1,-4.999603271E-2,1.338217163E-1,9.794432373E0,9.795474127E0
3.088378392E1,-6.167175293E-2,1.432521057E-1,9.780960388E0,9.782203775E0
3.089373892E1,-5.658233643E-2,1.366658020E-1,9.797126770E0,9.798243314E0
3.090369492E1,-5.658233643E-2,1.329235840E-1,9.787995758E0,9.789061814E0
3.091364992E1,-6.840774536E-2,1.317260742E-1,9.787846069E0,9.788971450E0
3.092360592E1,-5.792953491E-2,1.360670471E-1,9.788444824E0,9.789561898E0
3.093356092E1,-5.807922363E-2,1.366658020E-1,9.790690155E0,9.791816198E0
3.094351692E1,-6.301895142E-2,1.380130005E-1,9.801018677E0,9.802192922E0
3.095347192E1,-5.478607178E-2,1.324745178E-1,9.788295135E0,9.789344854E0
3.096342792E1,-5.433700562E-2,1.404080200E-1,9.782906342E0,9.784064769E0
3.097338292E1,-5.927673340E-2,1.371148682E-1,9.788145447E0,9.789285240E0
3.098333992E1,-5.673202515E-2,1.420545959E-1,9.794432373E0,9.795626756E0
3.099329492E1,-6.436614990E-2,1.448986816E-1,9.792486420E0,9.793769903E0
3.100325092E1,-6.182144165E-2,1.351689148E-1,9.784702606E0,9.785831473E0
3.101320592E1,-6.152206421E-2,1.407073975E-1,9.794132996E0,9.795336884E0
3.102316092E1,-5.927673340E-2,1.377136230E-1,9.779762878E0,9.780912060E0
3.103311792E1,-6.765930176E-2,1.362167358E-1,9.775721283E0,9.776904386E0
3.104307392E1,-6.182144165E-2,1.252894592E-1,9.779014435E0,9.780012406E0
3.105302992E1,-5.598358154E-2,1.425036621E-1,9.782457275E0,9.783655339E0
3.106298592E1,-6.197113037E-2,1.420545959E-1,9.784253540E0,9.785480942E0
3.107294192E1,-5.583389282E-2,1.347198486E-1,9.782756653E0,9.783843549E0
3.108289792E1,-5.733078003E-2,1.324745178E-1,9.789941711E0,9.791005823E0
3.109285392E1,-5.478607178E-2,1.390608215E-1,9.781409454E0,9.782551321E0
3.110280992E1,-5.313949585E-2,1.350192261E-1,9.788594513E0,9.789669889E0
3.111276592E1,-5.089416504E-2,1.318757629E-1,9.795929260E0,9.796949092E0
3.112272192E1,-6.137237549E-2,1.386117554E-1,9.790989532E0,9.792162979E0
3.113267792E1,-5.059478760E-2,1.327738953E-1,9.787097626E0,9.788128967E0
3.114263492E1,-5.822891235E-2,1.448986816E-1,9.791737976E0,9.792983142E0
3.115259092E1,-5.628295898E-2,1.390608215E-1,9.785900116E0,9.787049952E0
3.116254592E1,-5.807922363E-2,1.423539734E-1,9.804760895E0,9.805966248E0
3.117250192E1,-5.628295898E-2,1.357676697E-1,9.789043579E0,9.790146823E0
3.118245892E1,-6.526428223E-2,1.363664246E-1,9.786947937E0,9.788115506E0
3.119241492E1,-5.748046875E-2,1.320254517E-1,9.799072723E0,9.800130660E0
3.120237092E1,-6.062393188E-2,1.284329224E-1,9.786798248E0,9.787828678E0
3.121232792E1,-5.658233643E-2,1.329235840E-1,9.791139221E0,9.792204935E0
3.122228292E1,-5.867797852E-2,1.451980591E-1,9.788744202E0,9.789996866E0
3.123223892E1,-4.864883423E-2,1.384620667E-1,9.789941711E0,9.791041679E0
3.124219592E1,-5.792953491E-2,1.437011719E-1,9.782906342E0,9.784133193E0
3.125215192E1,-6.496490479E-2,1.347198486E-1,9.787995758E0,9.789138411E0
3.126210892E1,-5.673202515E-2,1.366658020E-1,9.786947937E0,9.788066509E0
3.127206492E1,-5.448669434E-2,1.414558411E-1,9.789043579E0,9.790217196E0
3.128202092E1,-5.852828979E-2,1.434017944E-1,9.796528015E0,9.797752333E0
3.129197792E1,-5.553451538E-2,1.312770081E-1,9.783355408E0,9.784393735E0
3.130193492E1,-5.583389282E-2,1.281335449E-1,9.784103851E0,9.785102136E0
3.131189092E1,-6.122268677E-2,1.369651794E-1,9.798174591E0,9.799323089E0
3.132184792E1,-5.448669434E-2,1.311273193E-1,9.785001984E0,9.786032240E0
3.133180392E1,-5.613327026E-2,1.360670471E-1,9.789792023E0,9.790898479E0
3.134175992E1,-5.628295898E-2,1.384620667E-1,9.795180817E0,9.796321082E0
3.135171592E1,-6.212081909E-2,1.363664246E-1,9.792785797E0,9.793932227E0
3.136167092E1,-6.421646118E-2,1.369651794E-1,9.787097626E0,9.788266606E0
3.137162692E1,-5.942642212E-2,1.341210938E-1,9.790390778E0,9.791489751E0
3.138158292E1,-6.391708374E-2,1.356179810E-1,9.798324280E0,9.799471227E0
3.139153892E1,-5.598358154E-2,1.305285645E-1,9.789193268E0,9.790223527E0
3.140149592E1,-5.688171387E-2,1.357676697E-1,9.782606964E0,9.783714397E0
3.141145192E1,-5.583389282E-2,1.360670471E-1,9.786498871E0,9.787603987E0
3.142140892E1,-5.343887329E-2,1.324745178E-1,9.792187042E0,9.793228900E0
3.143136492E1,-6.092330933E-2,1.306782532E-1,9.791737976E0,9.792799449E0
3.144132192E1,-4.999603271E-2,1.347198486E-1,9.786049805E0,9.787104772E0
3.145127792E1,-6.212081909E-2,1.426533508E-1,9.779912567E0,9.781150178E0
3.146123392E1,-6.092330933E-2,1.291813660E-1,9.787397003E0,9.788439077E0
3.147118992E1,-5.254074097E-2,1.303788757E-1,9.794432373E0,9.795441016E0
3.148114592E1,-6.271957397E-2,1.326242065E-1,9.790540466E0,9.791639574E0
3.149110192E1,-5.942642212E-2,1.342707825E-1,9.787696381E0,9.788797709E0
3.150105692E1,-5.523513794E-2,1.359173584E-1,9.793833618E0,9.794932434E0
3.151101292E1,-5.583389282E-2,1.374142456E-1,9.785001984E0,9.786126094E0
3.152096892E1,-5.089416504E-2,1.369651794E-1,9.787846069E0,9.788936630E0
3.153092492E1,-5.658233643E-2,1.308279419E-1,9.782157898E0,9.783196341E0
3.154087992E1,-6.541397095E-2,1.342707825E-1,9.789642334E0,9.790781616E0
3.155083492E1,-6.526428223E-2,1.416055298E-1,9.785001984E0,9.786244191E0
3.156079092E1,-6.631210327E-2,1.342707825E-1,9.779313812E0,9.780460346E0
3.157074592E1,-5.388793945E-2,1.315763855E-1,9.791588287E0,9.792620561E0
3.158070192E1,-6.286926270E-2,1.441502380E-1,9.786798248E0,9.788061697E0
3.159065792E1,-5.613327026E-2,1.374142456E-1,9.787696381E0,9.788821893E0
3.160061392E1,-5.044509888E-2,1.341210938E-1,9.792935486E0,9.793983796E0
3.161056992E1,-6.032455444E-2,1.369651794E-1,9.792636108E0,9.793779682E0
3.162052592E1,-6.092330933E-2,1.392105103E-1,9.788295135E0,9.789474596E0
3.163048092E1,-5.328918457E-2,1.423539734E-1,9.790989532E0,9.792169342E0
3.164043692E1,-6.391708374E-2,1.330732727E-1,9.792336731E0,9.793449471E0
3.165039292E1,-5.343887329E-2,1.389111328E-1,9.787696381E0,9.788827941E0
3.166034992E1,-5.418731689E-2,1.435514832E-1,9.789492645E0,9.790695049E0
3.167030492E1,-6.167175293E-2,1.404080200E-1,9.795031128E0,9.796231552E0
3.168026092E1,-6.601272583E-2,1.353186035E-1,9.793234863E0,9.794392166E0
3.169021592E1,-6.137237549E-2,1.354682922E-1,9.790241089E0,9.791370630E0
3.170017192E1,-5.598358154E-2,1.354682922E-1,9.798174591E0,9.799270949E0
3.171012792E1,-5.703140259E-2,1.387614441E-1,9.786199493E0,9.787349378E0
3.172008392E1,-5.343887329E-2,1.386117554E-1,9.787995758E0,9.789123040E0
3.173004379E1,-6.092330933E-2,1.453477478E-1,9.784702606E0,9.785971730E0
3.173999979E1,-5.837860107E-2,1.317260742E-1,9.782606964E0,9.783667964E0
3.174995479E1,-6.406677246E-2,1.342707825E-1,9.786798248E0,9.787928951E0
3.175990979E1,-6.047424316E-2,1.386117554E-1,9.784552917E0,9.785721545E0
3.176986479E1,-5.418731689E-2,1.335223389E-1,9.798024902E0,9.799084471E0
3.177982079E1,-5.074447632E-2,1.398092651E-1,9.800868988E0,9.801997478E0
3.178977679E1,-5.852828979E-2,1.396595764E-1,9.783804474E0,9.784976257E0
3.179973279E1,-6.496490479E-2,1.390608215E-1,9.782756653E0,9.783960654E0
3.180968979E1,-5.718109131E-2,1.395098877E-1,9.782307587E0,9.783469446E0
3.181964579E1,-5.673202515E-2,1.312770081E-1,9.785900116E0,9.786945042E0
3.182960179E1,-5.733078003E-2,1.466949463E-1,9.791588287E0,9.792854916E0
3.183955679E1,-6.197113037E-2,1.320254517E-1,9.793234863E0,9.794320815E0
3.184951279E1,-5.777984619E-2,1.387614441E-1,9.782307587E0,9.783462320E0
3.185946779E1,-6.466552734E-2,1.345701599E-1,9.787247314E0,9.788386014E0
3.186942279E1,-5.673202515E-2,1.411564636E-1,9.792935486E0,9.794117066E0
3.187937879E1,-5.628295898E-2,1.318757629E-1,9.786798248E0,9.787848535E0
3.188933479E1,-5.972579956E-2,1.419049072E-1,9.791288910E0,9.792499308E0
3.189928879E1,-5.269042969E-2,1.454974365E-1,9.784702606E0,9.785926163E0
3.190924379E1,-5.912704468E-2,1.378633118E-1,9.783804474E0,9.784954383E0
3.191919979E1,-6.032455444E-2,1.408570862E-1,9.784103851E0,9.785303672E0
3.192915479E1,-6.286926270E-2,1.377136230E-1,9.791588287E0,9.792758487E0
3.193910979E1,-5.718109131E-2,1.396595764E-1,9.781708832E0,9.782872898E0
3.194906479E1,-6.137237549E-2,1.248403931E-1,9.786349182E0,9.787337841E0
3.195902079E1,-5.613327026E-2,1.287322998E-1,9.789642334E0,9.790649620E0
3.196897679E1,-5.463638306E-2,1.333726501E-1,9.783056030E0,9.784117676E0
3.197893279E1,-5.358856201E-2,1.360670471E-1,9.792336731E0,9.793428645E0
3.198888879E1,-5.418731689E-2,1.387614441E-1,9.792037354E0,9.793170403E0
3.199884479E1,-5.733078003E-2,1.320254517E-1,9.785900116E0,9.786958599E0
3.200880079E1,-5.209167480E-2,1.377136230E-1,9.778864746E0,9.779973124E0
3.201875579E1,-5.987548828E-2,1.347198486E-1,9.781708832E0,9.782819746E0
3.202871179E1,-6.511459351E-2,1.314266968E-1,9.782756653E0,9.783856122E0
3.203866779E1,-6.152206421E-2,1.423539734E-1,9.780810699E0,9.782040051E0
3.204862379E1,-6.002517700E-2,1.396595764E-1,9.785001984E0,9.786182690E0
3.205857979E1,-6.107299805E-2,1.312770081E-1,9.776769104E0,9.777841156E0
3.206853679E1,-5.224136353E-2,1.321751404E-1,9.784103851E0,9.785136054E0
3.207849279E1,-5.837860107E-2,1.303788757E-1,9.785001984E0,9.786044683E0
3.208844879E1,-5.777984619E-2,1.300794983E-1,9.788444824E0,9.789479622E0
3.209840579E1,-5.912704468E-2,1.402583313E-1,9.783954163E0,9.785138091E0
3.210836179E1,-6.032455444E-2,1.284329224E-1,9.788893890E0,9.789922250E0
3.211831779E1,-5.837860107E-2,1.396595764E-1,9.788444824E0,9.789615158E0
3.212827379E1,-5.643264771E-2,1.362167358E-1,9.775421906E0,9.776533796E0
3.213823079E1,-5.703140259E-2,1.437011719E-1,9.796528015E0,9.797747892E0
3.214818679E1,-5.688171387E-2,1.432521057E-1,9.795031128E0,9.796243744E0
3.215814279E1,-5.059478760E-2,1.405577087E-1,9.785151672E0,9.786291920E0
3.216809979E1,-5.074447632E-2,1.399589539E-1,9.786947937E0,9.788080171E0
3.217805579E1,-6.346801758E-2,1.447489929E-1,9.784253540E0,9.785530021E0
3.218801179E1,-6.032455444E-2,1.453477478E-1,9.797725525E0,9.798989258E0
3.219796779E1,-5.807922363E-2,1.381626892E-1,9.788444824E0,9.789592137E0
3.220792379E1,-5.643264771E-2,1.333726501E-1,9.790241089E0,9.791312143E0
3.221787979E1,-5.763015747E-2,1.260379028E-1,9.802964630E0,9.803944223E0
3.222783679E1,-6.975494385E-2,1.392105103E-1,9.794432373E0,9.795670004E0
3.223779279E1,-5.822891235E-2,1.320254517E-1,9.784103851E0,9.785167832E0
3.224774979E1,-6.167175293E-2,1.342707825E-1,9.785451050E0,9.786566522E0
3.225770679E1,-5.538482666E-2,1.336720276E-1,9.792187042E0,9.793255984E0
3.226766179E1,-5.358856201E-2,1.392105103E-1,9.786349182E0,9.787485970E0
3.227761879E1,-5.748046875E-2,1.362167358E-1,9.793683929E0,9.794799840E0
3.228757479E1,-5.119354248E-2,1.383123779E-1,9.780810699E0,9.781922563E0
3.229753079E1,-5.912704468E-2,1.366658020E-1,9.781409454E0,9.782542842E0
3.230748779E1,-5.927673340E-2,1.384620667E-1,9.782756653E0,9.783916046E0
3.231744279E1,-6.631210327E-2,1.374142456E-1,9.791737976E0,9.792926660E0
3.232739879E1,-5.792953491E-2,1.377136230E-1,9.793683929E0,9.794823418E0
3.233735379E1,-5.523513794E-2,1.365161133E-1,9.789043579E0,9.790151264E0
3.234730979E1,-5.418731689E-2,1.365161133E-1,9.789492645E0,9.790594424E0
3.235726479E1,-5.403762817E-2,1.363664246E-1,9.785900116E0,9.786999384E0
3.236722079E1,-5.418731689E-2,1.320254517E-1,9.781409454E0,9.782450506E0
3.237717579E1,-5.688171387E-2,1.321751404E-1,9.782008209E0,9.783066513E0
3.238713179E1,-5.718109131E-2,1.377136230E-1,9.781858521E0,9.782994983E0
3.239708679E1,-5.688171387E-2,1.405577087E-1,9.784253540E0,9.785428419E0
3.240704179E1,-6.376739502E-2,1.369651794E-1,9.795031128E0,9.796196228E0
3.241699779E1,-5.777984619E-2,1.396595764E-1,9.794282684E0,9.795448770E0
3.242695379E1,-5.748046875E-2,1.408570862E-1,9.800270233E0,9.801450983E0
3.243690879E1,-5.508544922E-2,1.303788757E-1,9.792785797E0,9.793808591E0
3.244686479E1,-6.631210327E-2,1.390608215E-1,9.788893890E0,9.790106169E0
3.245682079E1,-6.406677246E-2,1.381626892E-1,9.783804474E0,9.784989702E0
3.246677679E1,-5.987548828E-2,1.330732727E-1,9.773326263E0,9.774415574E0
3.247673379E1,-6.316864014E-2,1.350192261E-1,9.787397003E0,9.788532095E0
3.248668979E1,-5.822891235E-2,1.341210938E-1,9.791887665E0,9.792979277E0
