"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.975657708E0,-2.092578697E-2,-3.606270254E-2,-1.831114054E-2,4.553795057E-2
2.985645708E0,-5.893897447E-3,-1.925435581E-2,2.047110200E-3,2.024003223E-2
2.995633708E0,-2.943771356E-2,-2.202828177E-2,1.550289828E-1,1.593292493E-1
3.005620708E0,-3.565833103E-3,-2.035894966E-2,7.090333700E-2,7.385448663E-2
3.015608708E0,1.725104034E-2,-3.429940613E-2,-2.085584879E-2,4.369226571E-2
3.025595708E0,-8.697632784E-3,-3.139764999E-2,2.434956014E-2,4.067385303E-2
3.035583708E0,-2.877898817E-2,-7.825883736E-3,9.889395833E-2,1.032932215E-1
3.045571708E0,-2.531204838E-2,-1.297819207E-2,4.695197225E-2,5.489645672E-2
3.055558708E0,-9.802790803E-3,-3.747941665E-2,-1.064783818E-1,1.133068716E-1
3.065546708E0,-4.900197865E-2,-4.438666170E-2,-3.791919351E-3,6.622498245E-2
3.075534708E0,-3.721179918E-2,-2.247005261E-2,3.063707113E-2,5.318130678E-2
3.085521708E0,-8.776556491E-4,1.218093564E-2,-8.088219523E-2,8.179899130E-2
3.095509708E0,-8.401816206E-3,6.869137643E-3,-1.711480021E-2,2.026553611E-2
3.105496708E0,-2.536293515E-2,-2.936368004E-2,-1.576701701E-2,4.188201297E-2
3.115484708E0,-2.209874300E-2,3.776696033E-3,-1.111181474E-1,1.133572254E-1
3.125472708E0,-6.391842677E-3,1.970281898E-2,-1.001902860E-1,1.023090912E-1
3.135459708E0,9.793533473E-3,-1.485821808E-2,-4.241160929E-2,4.599374463E-2
3.145447708E0,-7.359503877E-2,-3.515612829E-2,2.255329549E-2,8.462171250E-2
3.155435708E0,-5.533997669E-2,-1.958919113E-2,-6.516371012E-2,8.770723200E-2
3.165422708E0,5.224836648E-3,1.531062127E-2,-6.935440958E-2,7.121620721E-2
3.175410708E0,-2.823262753E-2,1.425076090E-2,8.501851559E-4,3.163681808E-2
3.185397708E0,-1.347221099E-2,1.645850279E-2,-7.369479775E-2,7.670271181E-2
3.195385708E0,3.077471824E-3,6.204169895E-3,-1.693938375E-3,7.129655261E-3
3.205373708E0,-1.156220657E-2,-7.308994441E-3,5.114676476E-2,5.294428737E-2
3.215360708E0,-1.558612562E-2,-2.839275673E-2,3.857291222E-2,5.036810006E-2
3.225348708E0,-1.417530212E-2,-3.840786999E-3,-8.985942543E-2,9.105167309E-2
3.235336708E0,-6.597077663E-3,7.600615185E-3,-2.355071354E-1,2.357220855E-1
3.245323708E0,-2.624361490E-2,-3.451873611E-2,-3.761864662E-2,5.740586241E-2
3.255311958E0,-2.395611333E-2,-1.809223083E-2,1.252707481E-2,3.252924509E-2
3.265299958E0,2.649256239E-2,2.137730622E-2,-1.623093510E-1,1.658407986E-1
3.275286958E0,2.937286885E-2,-4.269764777E-3,-8.327312171E-2,8.840480256E-2
3.285274958E0,-2.959545362E-3,-2.982295142E-2,-5.453288734E-2,6.222542199E-2
3.295261958E0,1.669955654E-3,1.896540742E-2,-5.019249916E-2,5.368204917E-2
3.305249958E0,1.420660757E-2,3.805248947E-2,-3.639307022E-3,4.078068426E-2
3.315237958E0,-6.089187597E-3,-5.207625277E-2,7.913855553E-2,9.493116074E-2
3.325224958E0,-3.437989900E-2,-5.387169516E-2,1.550301522E-1,1.676856735E-1
3.335212958E0,1.319917571E-4,-1.797738786E-2,-3.148140907E-2,3.625304144E-2
3.345200958E0,1.839618783E-2,-3.405899421E-2,-5.303716958E-2,6.566107043E-2
3.355187958E0,-2.073839284E-2,-2.326642740E-2,1.726928365E-1,1.754828293E-1
3.365175958E0,-7.053788602E-3,1.131375016E-2,8.722057700E-2,8.823370064E-2
3.375162958E0,-2.059396205E-2,3.476352431E-6,1.536940634E-2,2.569688573E-2
3.385150958E0,-4.135165527E-2,-1.199325600E-2,-3.777008951E-2,5.727457765E-2
3.395138958E0,-1.520555411E-2,6.786927162E-3,-7.339717448E-2,7.526231778E-2
3.405125958E0,-3.849206076E-3,5.291935732E-4,-6.741079509E-2,6.752267566E-2
3.415113958E0,-1.743379324E-2,-2.933379300E-2,-1.232441032E-1,1.278808724E-1
3.425101958E0,-6.668714734E-2,-5.034969790E-2,5.638177693E-2,1.008026412E-1
3.435088958E0,-4.861945197E-2,-3.004941226E-2,-1.636635661E-2,5.945314050E-2
3.445076958E0,-1.051043409E-2,1.554485250E-2,-2.642508781E-1,2.649162853E-1
3.455064958E0,-3.294508364E-2,-1.308864506E-2,-6.651149333E-2,7.536889219E-2
3.465051958E0,-2.848305967E-2,-4.984636683E-2,8.212999105E-2,1.002061895E-1
3.475039958E0,-6.185244103E-3,-1.400189792E-2,-9.329232574E-3,1.792609747E-2
3.485026958E0,-1.214697610E-2,1.459438303E-2,-2.160312295E-2,2.876177960E-2
3.495014958E0,8.435595296E-3,-3.340538057E-2,-4.690051675E-2,5.819568017E-2
3.505002958E0,-5.543420822E-2,-3.975654855E-2,-1.262179971E-2,6.937466700E-2
3.514989958E0,-4.318701861E-2,-2.568010548E-2,-6.635946572E-2,8.323559986E-2
3.524977958E0,2.241017575E-2,-1.796805059E-2,-2.983541787E-2,4.141520226E-2
3.534965958E0,-3.005078041E-2,3.176451938E-3,8.647388756E-2,9.160170566E-2
3.544952958E0,-4.024362161E-3,5.658323178E-4,-7.369128942E-2,7.380326412E-2
3.554940958E0,5.976112497E-3,-1.104757622E-2,-1.570684916E-1,1.575699017E-1
3.564928958E0,-1.273511920E-2,-1.428717352E-2,2.543538809E-4,1.914082768E-2
3.574915958E0,6.431526085E-4,-1.170052292E-2,1.687097132E-2,2.054131337E-2
3.584903958E0,8.065069118E-3,2.667801278E-3,-6.426031530E-2,6.481936922E-2
3.594890958E0,7.521079348E-3,1.028513356E-2,-8.057580113E-2,8.157702088E-2
3.604878958E0,-1.918738692E-3,-4.357557979E-2,2.779941738E-2,5.172349871E-2
3.614866958E0,9.788360058E-3,-1.066254621E-2,-2.788478673E-2,3.141756221E-2
3.624853958E0,4.056419064E-2,1.652963097E-2,-4.150646031E-2,6.034458145E-2
3.634841958E0,3.354681695E-2,-4.642586445E-3,1.667099655E-1,1.701151231E-1
3.644829958E0,1.273503241E-2,-1.707074967E-2,1.066847885E-1,1.087898692E-1
3.654816958E0,1.260504835E-2,3.224056953E-2,2.300879359E-2,4.156616593E-2
3.664804958E0,3.144094223E-2,3.956343055E-2,-6.560692906E-2,8.281344713E-2
3.674791958E0,7.530711265E-4,-1.446607776E-2,9.036871791E-2,9.152234535E-2
3.684779958E0,-2.669901479E-2,-2.216490790E-2,1.256946713E-1,1.303965909E-1
3.694767958E0,-8.204982025E-3,1.673780555E-2,-7.578634679E-2,7.804515504E-2
3.704754958E0,-2.013362858E-2,-3.153520574E-2,-2.968222082E-2,4.775841741E-2
3.714742958E0,-4.057907820E-2,-2.609506822E-2,-2.288600206E-3,4.829960521E-2
3.724730958E0,-1.070130228E-2,6.643224985E-3,-1.515288395E-1,1.520514370E-1
3.734717958E0,-2.472962231E-2,-1.585488513E-2,-9.704156041E-2,1.013903154E-1
3.744705958E0,-2.952256670E-2,-4.718403819E-2,-5.018840611E-2,7.494525677E-2
3.754693958E0,-1.928853918E-2,-1.004878271E-2,-7.084486485E-2,7.410816860E-2
3.764680958E0,8.874163879E-3,1.080650648E-2,-1.009311283E-1,1.018951619E-1
3.774668958E0,-6.740243083E-3,-3.997516132E-2,-1.518252933E-1,1.571444052E-1
3.784655958E0,-5.061559089E-2,-5.982790656E-2,2.106459439E-2,8.114821983E-2
3.794643958E0,-2.985811694E-2,-3.018136290E-2,-3.506926060E-2,5.506609531E-2
3.804631958E0,1.143541792E-2,-3.285874813E-3,-6.276167393E-2,6.387952309E-2
3.814618958E0,-3.489518259E-2,-1.762266287E-2,1.074349862E-1,1.143263237E-1
3.824606958E0,-2.352138427E-2,-4.254595821E-2,6.656996548E-2,8.243163460E-2
3.834594958E0,-1.015823756E-2,-1.000865391E-2,-2.009980381E-2,2.464477747E-2
3.844581958E0,-1.321962497E-2,2.564405146E-2,-1.830412388E-2,3.416748177E-2
3.854569958E0,-1.197299174E-2,-2.446010906E-2,4.321794033E-2,5.108267645E-2
3.864557958E0,-4.277560303E-2,-3.119061516E-2,1.039915609E-1,1.166912655E-1
3.874544958E0,-4.481323892E-2,-4.282295178E-3,-8.776027501E-2,9.863280541E-2
3.884532958E0,-6.835125578E-3,-1.279543689E-2,-5.123622715E-2,5.325028751E-2
3.894519958E0,-1.654774135E-2,-1.619882018E-3,3.154105067E-2,3.565514884E-2
3.904507958E0,1.142843324E-2,-7.833062564E-3,-9.973537266E-2,1.006931503E-1
3.914495958E0,7.355831552E-3,-1.390698116E-2,-3.626735508E-2,3.953268809E-2
3.924482958E0,-1.404056720E-2,-2.096137733E-2,6.394515038E-3,2.602703766E-2
3.934470958E0,-3.690926973E-3,-2.026539193E-2,1.298140347E-2,2.434801610E-2
3.944458958E0,2.479032600E-2,1.735253293E-2,-5.392945468E-2,6.183895815E-2
3.954445958E0,3.200621038E-2,1.495749969E-2,-9.629077792E-2,1.025672375E-1
3.964433958E0,-2.598324479E-2,-3.482244871E-2,1.361758053E-1,1.429390846E-1
3.974421958E0,-7.531035603E-3,-1.108280341E-3,1.315360397E-1,1.317561176E-1
3.984408958E0,5.366099440E-3,4.242184649E-2,-2.937991977E-2,5.188051434E-2
3.994396958E0,-1.534222593E-3,1.996993166E-2,7.420467496E-2,7.686017041E-2
4.004383958E0,-2.106737867E-2,-6.996782818E-3,9.539147615E-3,2.416163800E-2
4.014371958E0,-1.346158778E-2,2.527727115E-2,8.190779686E-3,2.978663550E-2
4.024359958E0,-4.643863239E-3,6.154654029E-2,-2.384202182E-2,6.616633655E-2
4.034346958E0,-2.174350409E-2,-1.121918515E-2,4.755949795E-2,5.348416524E-2
4.044334958E0,-6.095772567E-2,-2.828411958E-2,3.274031460E-2,7.475134741E-2
4.054322958E0,-1.584682236E-3,7.314042232E-3,-1.901461905E-1,1.902934056E-1
4.064309958E0,-1.265427003E-2,-1.975343165E-2,-1.039254874E-1,1.065403001E-1
4.074297958E0,-3.978711396E-2,-1.774456818E-2,-2.848178744E-2,5.204898032E-2
4.084285958E0,-4.635432742E-3,1.104088618E-2,-5.946676791E-2,6.066040628E-2
4.094272958E0,-1.656067146E-2,8.299122197E-3,-2.877999544E-2,3.422600482E-2
4.104260958E0,-9.821922162E-3,-6.010540263E-2,-7.473384798E-2,9.640683385E-2
4.114247958E0,-5.489950776E-3,-3.526376731E-2,-1.815151155E-2,4.003935834E-2
4.124235958E0,5.043358260E-3,1.290160496E-2,-3.102532625E-2,3.397731217E-2
4.134223958E0,-3.409328721E-3,-1.975603092E-2,-2.368999422E-2,3.103449864E-2
4.144210958E0,-4.560153952E-2,-4.631143261E-2,7.899705291E-2,1.022975247E-1
4.154198958E0,-1.819668357E-2,-2.132675978E-3,-9.823439240E-2,9.992829154E-2
4.164186958E0,2.148641390E-2,1.026499264E-3,-7.353575349E-2,7.661740484E-2
4.174173958E0,-1.344449381E-2,-3.192325301E-2,2.506701350E-3,3.472941186E-2
4.184161958E0,5.407532444E-5,-4.751385313E-2,-2.638322175E-2,5.434743373E-2
4.194149958E0,-2.536207177E-2,-1.635711070E-2,1.088868499E-2,3.208353496E-2
4.204136958E0,-7.129436955E-3,7.187867998E-3,-1.091616690E-1,1.096301250E-1
4.214124958E0,-1.345542765E-2,-3.284249013E-2,-2.608384430E-2,4.404593766E-2
4.224111958E0,-2.186504395E-2,-5.562380419E-2,5.430016816E-2,8.075020744E-2
4.234099958E0,5.754710874E-4,-4.248666835E-2,-8.895252228E-2,9.857991365E-2
4.244087958E0,-5.648746078E-3,-3.588750762E-2,1.390228146E-1,1.436912124E-1
4.254074958E0,-1.615880330E-3,-2.830563550E-2,1.484537888E-1,1.511368501E-1
4.264061792E0,1.331902079E-3,-1.869040785E-2,-3.087388337E-2,3.611512125E-2
4.274049792E0,1.467492614E-2,-3.084533708E-2,4.217421234E-2,5.427202284E-2
4.284036792E0,8.222299833E-3,-7.627642569E-2,6.777098358E-2,1.023650602E-1
4.294024792E0,-1.198089691E-2,-5.730941028E-2,1.496512985E-1,1.606966756E-1
4.304012792E0,6.327804246E-3,-1.893364517E-2,1.393227768E-1,1.407457287E-1
4.313999792E0,5.867114458E-3,-3.244773912E-2,-2.159435213E-2,3.941566757E-2
4.323987792E0,-5.924293832E-2,-4.841876457E-2,1.448004484E-2,7.787023951E-2
4.333974792E0,-4.047216095E-2,-2.891753063E-2,-4.255135775E-2,6.545866968E-2
4.343962792E0,-1.683245507E-2,3.437936681E-2,-8.820641756E-2,9.615427450E-2
4.353950792E0,-3.085006510E-2,1.997445184E-2,-1.261419833E-2,3.885644402E-2
4.363937792E0,-3.227448338E-2,-2.416548248E-2,-5.347980380E-2,6.697538530E-2
4.373925792E0,-3.960221403E-2,6.178533509E-3,-1.197924918E-1,1.263200329E-1
4.383913792E0,-2.097983945E-2,3.216491661E-2,-1.890977848E-1,1.929577874E-1
4.393900792E0,-4.447616064E-2,-1.431641188E-2,-6.560517490E-2,8.054270599E-2
4.403888792E0,-5.037326035E-2,-2.744213423E-2,-2.623704135E-2,6.307866857E-2
4.413876792E0,-1.657883895E-2,1.359524234E-2,-1.265284842E-1,1.283321699E-1
4.423863792E0,-2.750116827E-2,-1.468223288E-2,-7.817902744E-2,8.416556629E-2
4.433851792E0,-3.248271049E-2,-1.786889917E-2,-7.892630160E-2,8.719968534E-2
4.443839792E0,3.475484485E-3,-5.289037249E-3,-1.336264193E-2,1.478557090E-2
4.453826792E0,-6.590497261E-4,1.352756996E-2,1.507938445E-2,2.026862923E-2
4.463814792E0,-1.612504933E-2,-3.181075121E-2,1.612662077E-2,3.914088663E-2
4.473801792E0,-2.653181183E-2,-1.288308117E-2,4.052588224E-2,5.012242962E-2
4.483789792E0,-6.131415458E-3,3.314367655E-2,-9.748711824E-2,1.031495796E-1
4.493777792E0,-6.787285761E-3,-2.167751506E-2,-1.536648273E-3,2.276715167E-2
4.503764792E0,-3.303482469E-2,-5.307672964E-2,1.126764303E-1,1.288581267E-1
4.513752792E0,1.313696910E-2,-3.383256763E-2,-1.124559903E-1,1.181675605E-1
4.523740792E0,6.014039456E-3,-4.483126479E-3,-2.219427645E-2,2.342761193E-2
4.533727792E0,-1.512555918E-2,-1.914959472E-2,6.028420866E-2,6.503595414E-2
4.543715792E0,1.372623139E-2,-2.850366425E-2,-6.385159492E-4,3.164294561E-2
4.553703792E0,-6.236142288E-3,2.343947757E-3,2.206154466E-3,7.017882818E-3
4.563690792E0,2.842503976E-2,1.306939493E-3,-6.036373079E-2,6.673433128E-2
4.573678792E0,-6.091830265E-3,-4.456758277E-2,1.807847983E-1,1.862968682E-1
4.583666792E0,-1.817465145E-2,-3.924813772E-2,9.486405730E-2,1.042589259E-1
4.593653792E0,-1.936903204E-2,-1.745929486E-2,-1.034740824E-1,1.067092878E-1
4.603641792E0,-4.168463137E-2,-2.997627181E-2,1.352800119E-1,1.446957739E-1
4.613628792E0,-3.643626196E-3,-1.844067692E-2,-4.529253244E-3,1.933516775E-2
4.623616792E0,1.323855533E-2,9.761803192E-3,-7.473384798E-2,7.652254689E-2
4.633604792E0,-1.529005551E-2,-1.813847409E-4,7.076417327E-2,7.239742341E-2
4.643591792E0,-3.150182865E-3,-4.325378194E-2,1.582841277E-2,4.616656750E-2
4.653579792E0,-1.937522415E-2,-3.115824534E-2,2.002028167E-2,4.179769422E-2
4.663567792E0,-1.318218681E-2,5.193099515E-3,-1.446367264E-1,1.453290093E-1
4.673554792E0,-1.342235662E-2,-9.571298165E-3,-1.434392166E-1,1.443834418E-1
4.683542792E0,-5.757072601E-2,-2.142864752E-2,6.717281342E-2,9.102616266E-2
4.693530792E0,-1.784350947E-3,2.372032665E-3,-1.001797611E-1,1.002237246E-1
4.703517792E0,-1.192427256E-2,2.918072158E-2,-1.630490237E-1,1.660683201E-1
4.713505792E0,-1.807663750E-2,1.429952119E-2,-9.018745422E-3,2.475033128E-2
4.723493792E0,2.530165587E-3,-9.493151042E-3,-8.116870880E-2,8.176112122E-2
4.733480792E0,-3.166742362E-3,1.052488311E-2,-8.775501251E-2,8.844062213E-2
4.743468792E0,1.313949756E-2,2.341099980E-2,-5.362598419E-2,5.997055518E-2
4.753455792E0,-1.637955168E-2,-6.587386359E-3,5.085674286E-2,5.383392672E-2
4.763443792E0,-3.434257732E-2,-2.525379778E-2,-5.362539947E-2,6.850438225E-2
4.773431792E0,1.432466651E-2,-2.000173275E-2,-1.516715115E-1,1.536538733E-1
4.783418792E0,-1.215564643E-2,-5.280369665E-2,5.415106416E-2,7.660501204E-2
4.793406792E0,-8.855525879E-3,-3.795718442E-2,2.241822481E-2,4.496381869E-2
4.803394792E0,2.007353016E-2,2.072748870E-2,-8.717029095E-3,3.014236217E-2
4.813381792E0,-1.172681711E-2,1.014670073E-2,3.258068562E-3,1.584578133E-2
4.823369792E0,-1.825563310E-2,-3.064618913E-2,-1.710076690E-2,3.955873199E-2
4.833357792E0,-1.620887922E-2,-2.613065857E-2,-8.567925096E-3,3.192097153E-2
4.843344792E0,1.881464519E-2,1.825475374E-2,-6.634777129E-2,7.133900520E-2
4.853332792E0,-1.072925471E-2,-2.992544215E-2,4.576849580E-2,5.572615366E-2
4.863319792E0,-5.458482706E-2,-7.185676206E-2,6.866970062E-2,1.133949972E-1
4.873307792E0,-7.761374786E-3,-3.751459816E-2,-9.853260040E-2,1.057178195E-1
4.883295792E0,-1.993293432E-2,-2.273879384E-3,-8.386427522E-2,8.623055755E-2
4.893282792E0,-3.427531835E-2,-1.872554139E-2,4.037736297E-2,5.617628315E-2
4.903270792E0,-7.823848631E-4,-3.362396136E-2,1.399203622E-1,1.439058396E-1
4.913258792E0,-8.554028822E-3,-8.333134262E-3,5.499306321E-3,1.314742962E-2
4.923245792E0,-3.162338678E-3,3.232235746E-3,-1.094622159E-1,1.095555770E-1
4.933233792E0,-2.536973482E-2,-3.647889638E-2,9.516226530E-2,1.050247117E-1
4.943221792E0,-1.427255548E-2,-2.019304862E-2,-3.087505281E-2,3.955671800E-2
4.953208792E0,-1.473184742E-2,-1.153411253E-2,-1.631998819E-1,1.642688788E-1
4.963196792E0,-5.349841896E-2,-3.535610764E-2,1.297415292E-1,1.447238736E-1
4.973183792E0,-1.087358273E-3,-9.101159186E-3,5.350787044E-3,1.061340513E-2
4.983171792E0,2.414564078E-2,3.395222999E-2,-2.109505838E-1,2.150253815E-1
4.993159792E0,-9.297561678E-3,6.722397655E-3,-4.299983919E-2,4.450417344E-2
5.003147792E0,-1.663107103E-2,-4.833728270E-2,5.848911345E-2,7.767922383E-2
5.013134792E0,-1.581667266E-3,-8.258502320E-3,1.268378019E-2,1.521784518E-2
5.023122792E0,1.979663481E-2,2.070817462E-2,-1.088634610E-1,1.125699267E-1
5.033109792E0,4.913739651E-3,-2.590726753E-2,-3.865945101E-2,4.679620177E-2
5.043097792E0,-3.815107672E-2,-2.670810081E-2,3.558556974E-2,5.861023868E-2
5.053085792E0,-1.665131701E-3,2.782520908E-3,-1.361079776E-1,1.361465999E-1
5.063072792E0,2.193932415E-3,1.270468856E-2,-2.758365512E-2,3.044799633E-2
5.073060792E0,-1.106519781E-2,-4.707442573E-3,1.195597726E-1,1.201629637E-1
5.083048792E0,-2.078171249E-3,-2.210183563E-3,-2.563945591E-2,2.581831533E-2
5.093035792E0,1.093793864E-2,2.501371019E-2,-8.716152012E-2,9.133703953E-2
5.103023792E0,1.299626362E-2,3.365403341E-2,-6.590630651E-2,7.513413385E-2
5.113011792E0,-2.731476086E-2,2.673657630E-3,5.130054653E-2,5.818067273E-2
5.122998792E0,-2.541950696E-2,-1.656328901E-2,-2.144758701E-2,3.715498440E-2
5.132986792E0,-2.335875859E-3,5.729065351E-3,-7.339015782E-2,7.365048384E-2
5.142974792E0,-3.939992778E-2,-3.575295771E-2,9.111774623E-2,1.055133734E-1
5.152961792E0,-1.698414007E-2,-4.471379514E-2,-6.414395571E-4,4.783509103E-2
5.162949792E0,-1.365090738E-2,1.441734487E-2,-6.066778600E-2,6.383406116E-2
5.172936792E0,-2.451638395E-2,2.860238627E-2,1.302759647E-3,3.769412109E-2
5.182924792E0,-4.025162042E-2,-6.009503752E-2,1.453033090E-1,1.623103758E-1
5.192912792E0,-2.553939087E-2,-4.156263469E-2,1.123712057E-1,1.225030651E-1
5.202899792E0,1.480266040E-2,3.413973147E-2,-6.575837195E-2,7.555662447E-2
5.212887792E0,-2.192044632E-2,-1.301798740E-2,7.030867517E-2,7.478825955E-2
5.222875792E0,-6.366059654E-2,-6.586888433E-2,4.620820642E-2,1.025991219E-1
5.232862792E0,-1.514609752E-2,-2.688328202E-2,-5.872417152E-2,6.633734576E-2
5.242850792E0,-1.206634620E-2,-2.844745789E-3,-3.489033580E-3,1.287876720E-2
5.252838792E0,-2.038642016E-2,-3.251564905E-2,2.076053917E-2,4.363339944E-2
5.262826292E0,-2.068031126E-2,-2.273471678E-2,1.282645226E-2,3.330255994E-2
5.272814292E0,-1.801394667E-2,4.343197583E-3,-1.096189213E-1,1.111740687E-1
5.282802292E0,5.580868127E-3,-1.144628095E-2,-1.449448746E-1,1.455031963E-1
5.292789292E0,-4.882607795E-3,-2.071029423E-2,1.003966928E-1,1.026267609E-1
5.302777292E0,1.964309058E-2,-8.759556168E-3,-4.165848792E-2,4.688294410E-2
5.312764292E0,-9.811193892E-4,-1.127345690E-2,-1.322201639E-1,1.327035236E-1
5.322752292E0,-4.754167308E-2,-4.169681916E-2,6.092798710E-3,6.352918702E-2
5.332740292E0,-1.789486903E-2,-5.119126755E-2,-2.863439977E-2,6.132455512E-2
5.342727292E0,1.071612360E-2,2.758270951E-3,-3.237661779E-2,3.421532907E-2
5.352715292E0,4.065258410E-2,5.357625545E-2,-5.767401159E-2,8.859649742E-2
5.362703292E0,1.065800776E-2,-7.203609799E-3,7.375210047E-2,7.486559588E-2
5.372690292E0,-6.393057802E-3,8.718289901E-5,5.893233240E-2,5.927814598E-2
5.382678292E0,2.634205141E-2,4.402365924E-2,-1.864080656E-1,1.933389592E-1
5.392666292E0,-8.284065616E-3,2.102860660E-2,-8.128799200E-3,2.401885541E-2
5.402653292E0,-2.946805055E-2,-1.926831147E-3,7.824217737E-2,8.362964188E-2
5.412641292E0,2.406736803E-3,9.981512320E-3,-1.040786844E-1,1.045839162E-1
5.422629292E0,-2.285267750E-2,1.807815412E-2,-4.046097815E-2,4.986136057E-2
5.432616292E0,-1.319922824E-2,-1.529055344E-2,-5.902179480E-2,6.238263309E-2
5.442604292E0,5.698819715E-3,6.639842279E-3,-8.387012243E-2,8.432533124E-2
5.452591292E0,9.704861362E-3,2.894389792E-2,-3.731634557E-2,4.821247979E-2
5.462579292E0,2.726425325E-2,1.154003969E-2,5.668817103E-2,6.395358282E-2
5.472567292E0,-1.633103349E-2,7.323957374E-3,1.282393795E-1,1.294823597E-1
5.482554292E0,-7.458454755E-3,-7.071512975E-3,-4.315362096E-2,4.436067904E-2
5.492542292E0,2.690027549E-3,-6.815866311E-3,-6.875097692E-2,6.914035804E-2
5.502530292E0,-4.665153500E-2,-3.498295706E-2,1.674566549E-1,1.773186518E-1
5.512517292E0,-2.481206805E-2,-3.949730219E-2,1.203047079E-1,1.290306101E-1
5.522505292E0,5.346161805E-3,1.307113539E-2,-3.188486695E-3,1.447765429E-2
5.532493292E0,-1.140104726E-2,2.168907702E-2,9.833262563E-3,2.640251869E-2
5.542480292E0,-4.314636676E-2,-3.450840983E-2,4.635672569E-2,7.212063041E-2
5.552468292E0,-5.021542207E-2,-2.035515811E-2,-1.411868691E-2,5.599337814E-2
5.562456292E0,-1.088260937E-2,2.953704542E-2,-7.309604287E-2,7.958580101E-2
5.572443292E0,-4.253493072E-2,2.066641271E-2,-3.790165186E-3,4.744139857E-2
5.582431292E0,-6.206759116E-2,-2.702809654E-2,-6.171911538E-2,9.160869543E-2
5.592419292E0,-2.449749013E-2,-2.742254149E-2,-1.802719975E-1,1.839840098E-1
5.602406292E0,-2.623352389E-2,-3.895188945E-3,-1.331200504E-1,1.357362078E-1
5.612394292E0,-2.164713010E-2,-3.232953628E-2,-3.489033580E-3,3.906367255E-2
5.622381292E0,-9.102668955E-3,-3.170903935E-2,1.267676353E-2,3.534150665E-2
5.632369292E0,-1.498040662E-3,-1.591507033E-3,-1.212946415E-1,1.213143317E-1
5.642357292E0,-1.638513166E-3,-2.688976649E-2,-9.510028481E-2,9.884234133E-2
5.652344292E0,-4.395781411E-3,-2.452426398E-2,2.914135337E-2,3.834032987E-2
5.662332292E0,3.277426957E-2,-5.752652928E-3,-4.630234659E-2,5.701888337E-2
5.672320292E0,-9.848778241E-3,-1.023299969E-2,-1.950806558E-2,2.413042350E-2
5.682307292E0,-6.185130356E-2,-2.877106930E-2,6.731197715E-2,9.583454726E-2
5.692295292E0,-1.059435534E-2,-1.198162096E-2,-1.441864908E-2,2.153362596E-2
5.702283292E0,9.813615005E-3,1.329807816E-2,-1.310267472E-1,1.320649628E-1
5.712270292E0,1.895151572E-2,1.330721672E-2,-8.177915812E-2,8.499454492E-2
5.722258292E0,-1.156363183E-2,-2.198524306E-2,5.174259603E-2,5.739655684E-2
5.732246292E0,-8.585969238E-3,-8.637717096E-3,8.481971025E-3,1.484159213E-2
5.742233292E0,2.447058609E-2,2.196420222E-2,-1.668035209E-1,1.700136770E-1
5.752221292E0,1.974122787E-3,-1.872313170E-2,-4.016686320E-2,4.436022679E-2
5.762209292E0,-2.065694296E-2,-1.188459144E-2,-5.214196086E-2,5.733006967E-2
5.772196292E0,7.989694853E-3,1.691480717E-3,-7.833748698E-2,7.876203526E-2
5.782184292E0,-2.661423016E-2,6.198089705E-3,8.227851033E-2,8.669767486E-2
5.792172292E0,4.005699037E-3,-1.909065204E-2,1.970862508E-2,2.772956045E-2
5.802159292E0,1.027817857E-2,-3.332296223E-3,8.332574666E-2,8.402336109E-2
5.812147292E0,6.167167984E-4,2.442909141E-2,2.180309772E-2,3.274959415E-2
5.822134292E0,8.092619553E-3,-2.938180184E-4,1.596465290E-2,1.790103244E-2
5.832122292E0,-2.381047198E-2,1.252246100E-2,2.286723250E-1,2.302493927E-1
5.842110292E0,2.731951629E-4,7.659381987E-3,-1.232651532E-2,1.451494912E-2
5.852097292E0,-3.070434152E-2,-3.849427630E-3,-2.597333193E-3,3.105351544E-2
5.862085292E0,-4.458321037E-2,-3.237419668E-2,1.246380794E-1,1.362732626E-1
5.872073292E0,-2.155753294E-2,-3.753507712E-2,-6.771251142E-2,8.036537466E-2
5.882060292E0,-1.002980667E-2,2.137398975E-2,-1.097756267E-1,1.122859415E-1
5.892048292E0,-1.841850318E-2,2.495895878E-2,-7.538230419E-3,3.192202689E-2
5.902036292E0,-6.640036425E-2,-7.436648752E-3,2.584235430E-2,7.163895165E-2
5.912023292E0,-4.813269868E-2,-1.482572949E-2,-1.253432536E-1,1.350832712E-1
5.922011292E0,4.168521152E-3,1.806412080E-2,-1.498927885E-1,1.510348870E-1
5.931999292E0,-4.868468040E-2,1.463720703E-2,-6.217461348E-2,8.031269200E-2
5.941986292E0,-4.797812662E-2,-3.172373505E-2,-5.229515791E-2,7.773724680E-2
5.951974292E0,-1.993993271E-2,-2.749696786E-2,-7.564718306E-2,8.292273791E-2
5.961962292E0,-2.317105839E-2,-3.681861504E-3,-6.771368086E-2,7.166307716E-2
5.971949292E0,-2.102681818E-2,-2.604341857E-2,3.138025224E-2,4.588144466E-2
5.981937292E0,1.145086508E-2,-1.123901086E-2,8.478462696E-3,1.814723136E-2
